Train Number,Train Name,Arrival Delays,Departure Delays
12723,TELANGANA  EXP,$ $11 min$20 min$19 min$21 min$17 min$28 min$6 min$10 min$11 min$31 min$27 min$37 min$43 min$50 min$30 min$27 min$20 min,$2 min$13 min$20 min$20 min$22 min$18 min$31 min$14 min$12 min$34 min$31 min$29 min$44 min$46 min$52 min$32 min$27 min$ 
20806,A P EXP,,
12724,TELANGANA EXP,$ $12 min$20 min$10 min$36 min$57 min$54 min$51 min$13 min$39 min$37 min$39 min$45 min$1:02 hrs$1:02 hrs$6 min,$0$15 min$24 min$11 min$38 min$58 min$53 min$51 min$27 min$38 min$37 min$39 min$47 min$1:04 hrs$1:03 hrs$ 
12707,A P SMPRK KRNTI,$ $7 min$10 min$8 min$13 min$1 min$0$9 min$28 min$20 min$32 min$53 min$54 min$58 min$1:05 hrs$43 min$20 min$56 min$50 min$1:09 hrs,$0$25 min$13 min$8 min$13 min$5 min$8 min$10 min$28 min$39 min$40 min$53 min$54 min$59 min$1:06 hrs$51 min$48 min$56 min$51 min$ 
15909,ABADH ASSAM EXP,$ $1:31 hrs$1:39 hrs$1:20 hrs$1:32 hrs$1:38 hrs$1:34 hrs$1:40 hrs$1:33 hrs$1:37 hrs$1:36 hrs$1:43 hrs$1:09 hrs$2:36 hrs$2:37 hrs$2:31 hrs$2:18 hrs$2:16 hrs$2:18 hrs$3:22 hrs$12 min$2:20 hrs$2:28 hrs$2:13 hrs$2:07 hrs$2:45 hrs$2:16 hrs$2:15 hrs$2:13 hrs$1:28 hrs$1:32 hrs$1:34 hrs$1:37 hrs$1:39 hrs$1:47 hrs$1:22 hrs$1:37 hrs$1:29 hrs$1:24 hrs$1:49 hrs$1:28 hrs$1:24 hrs$1:36 hrs$1:19 hrs$1:22 hrs$1:25 hrs$1:20 hrs$1:26 hrs$1:32 hrs$1:30 hrs$1:28 hrs$0$1:17 hrs$1:18 hrs$1:11 hrs$1:16 hrs$1:55 hrs$1:53 hrs$1:18 hrs$1:07 hrs$19 min$1:45 hrs$1:43 hrs$1:31 hrs$1:34 hrs$1:52 hrs$2:16 hrs$1:57 hrs$2:01 hrs$2:07 hrs$2:14 hrs$1:37 hrs$1:45 hrs$1:46 hrs$1:50 hrs$1:49 hrs$1:55 hrs$1:58 hrs$2:01 hrs$2:08 hrs$1:23 hrs$1:03 hrs$1:19 hrs$1:04 hrs$1:22 hrs$1:22 hrs$1:41 hrs$1:49 hrs$1:17 hrs,$1:26 hrs$1:37 hrs$1:39 hrs$1:31 hrs$1:32 hrs$1:41 hrs$1:34 hrs$1:40 hrs$1:33 hrs$1:37 hrs$1:36 hrs$1:43 hrs$2:39 hrs$2:35 hrs$2:32 hrs$2:30 hrs$2:16 hrs$2:16 hrs$2:18 hrs$3:23 hrs$2:12 hrs$2:22 hrs$2:28 hrs$1:42 hrs$2:07 hrs$2:46 hrs$2:16 hrs$2:12 hrs$2:13 hrs$1:27 hrs$1:32 hrs$1:34 hrs$1:40 hrs$1:41 hrs$1:47 hrs$1:25 hrs$1:36 hrs$1:27 hrs$1:24 hrs$1:27 hrs$1:28 hrs$1:28 hrs$1:40 hrs$1:20 hrs$1:23 hrs$1:25 hrs$1:21 hrs$1:26 hrs$1:35 hrs$1:34 hrs$1:27 hrs$0$1:20 hrs$1:17 hrs$1:13 hrs$1:15 hrs$1:56 hrs$1:57 hrs$1:34 hrs$1:15 hrs$20 min$1:45 hrs$1:43 hrs$1:33 hrs$1:34 hrs$1 min$2:26 hrs$1:57 hrs$2:03 hrs$2:09 hrs$2:14 hrs$2:09 hrs$1:43 hrs$1:46 hrs$1:50 hrs$1:51 hrs$1:55 hrs$1:58 hrs$2:01 hrs$2:08 hrs$1:18 hrs$1:23 hrs$1:20 hrs$1:13 hrs$1:25 hrs$1:28 hrs$1:46 hrs$1:49 hrs$ 
18242,ABKP DURG PAS EX,$ $13 min$13 min$17 min$24 min$31 min$34 min$38 min$37 min$39 min$40 min$32 min$42 min$45 min$42 min$42 min$19 min$29 min$30 min$23 min$24 min$0$26 min$24 min$21 min$20 min$19 min$18 min$0,$11 min$13 min$12 min$22 min$30 min$32 min$34 min$37 min$37 min$41 min$40 min$36 min$42 min$44 min$42 min$42 min$33 min$30 min$28 min$27 min$24 min$0$26 min$24 min$21 min$20 min$19 min$19 min$ 
11266,ABKP MML EXPRESS,$ $2 min$7 min$15 min$22 min$22 min$26 min$30 min$24 min$31 min$29 min$11 min$25 min$10 min$12 min,$0$2 min$12 min$14 min$23 min$22 min$25 min$31 min$30 min$34 min$31 min$24 min$25 min$7 min$ 
58702,ABKP SDL PASS,$ $25 min$22 min$26 min$28 min$36 min$43 min$44 min$46 min$50 min$55 min$44 min$49 min$46 min$46 min$42 min$33 min$35 min$39 min$48 min$2 min,$23 min$24 min$22 min$25 min$36 min$38 min$43 min$45 min$49 min$54 min$57 min$43 min$49 min$47 min$45 min$36 min$32 min$38 min$41 min$27 min$ 
54703,ABS JU PASSENGR,,
14804,ADI BGKT EXPRESS,,
19420,ADI CHENNAI EXP,$ $0$0$2 min$0$5 min$3 min$2 min$0$9 min$28 min$0$0$12 min$18 min$7 min$17 min$22 min$59 min$53 min$20 min$23 min$14 min$0$6 min$10 min$0,$0$0$2 min$2 min$3 min$5 min$3 min$0$2 min$21 min$34 min$2 min$2 min$15 min$31 min$9 min$38 min$25 min$59 min$52 min$24 min$23 min$14 min$1 min$3 min$10 min$ 
12931,ADI DOUBLE DECKR,$ $6 min$5 min$1 min$7 min$0$4 min$9 min$12 min$10 min$2 min,$1 min$6 min$5 min$3 min$5 min$0$5 min$8 min$15 min$10 min$ 
12267,RJT DURONTO EXP,$ $0$9 min$0,$0$2 min$4 min$ 
12298,ADI DURONTO EXP,$ $6 min$0$0,$1 min$7 min$3 min$ 
19223,ADI JAT EXPRESS,$ $5 min$18 min$26 min$26 min$0$2 min$25 min$0$0$7 min$8 min$21 min$31 min$31 min$32 min$31 min$34 min$28 min$0$7 min$10 min$21 min$21 min$18 min$35 min$22 min$0$10 min$9 min$16 min$10 min$13 min$12 min$15 min$16 min$17 min$6 min$16 min$19 min$24 min$24 min$22 min$11 min$11 min$12 min$19 min$29 min$29 min$30 min$29 min$20 min$27 min$24 min$19 min$0,$1 min$6 min$20 min$27 min$25 min$1 min$7 min$25 min$1 min$4 min$8 min$13 min$21 min$32 min$31 min$32 min$31 min$39 min$29 min$3 min$7 min$10 min$15 min$25 min$24 min$36 min$24 min$5 min$13 min$10 min$17 min$12 min$13 min$20 min$16 min$16 min$16 min$9 min$16 min$24 min$24 min$24 min$17 min$6 min$13 min$16 min$27 min$32 min$29 min$29 min$28 min$20 min$27 min$25 min$23 min$ 
19401,ADI LUCKNOW EXP,$ $25 min$3 min$0$18 min$17 min$17 min$7 min$9 min$2 min$8 min$0$14 min$0$28 min$8 min$0$0$0$0$20 min$7 min$7 min$0$24 min$15 min,$7 min$32 min$5 min$0$18 min$17 min$17 min$9 min$9 min$2 min$9 min$7 min$13 min$0$28 min$20 min$0$0$2 min$15 min$20 min$17 min$7 min$9 min$24 min$ 
19421,ADI PNBE EXPRESS,,
12844,ADI PURI EXP,$ $0$0$2 min$5 min$0$26 min$4 min$1 min$14 min$24 min$26 min$29 min$18 min$21 min$0$7 min$1 min$4 min$12 min$0$2 min$26 min$23 min$20 min$16 min$17 min$17 min$9 min$18 min$28 min$34 min$27 min$23 min$7 min$19 min$20 min$13 min$13 min$14 min$0$0$3 min,$3 min$1 min$0$1 min$5 min$0$25 min$6 min$7 min$18 min$24 min$27 min$29 min$17 min$22 min$5 min$7 min$2 min$6 min$12 min$3 min$4 min$26 min$23 min$20 min$17 min$18 min$18 min$9 min$18 min$31 min$34 min$33 min$22 min$21 min$19 min$19 min$12 min$13 min$14 min$0$0$ 
18406,ADI PURI EXP,,
12958,ADI SJ RAJDHANI,,
19119,ADI SMNH EXPRES,,
19415,ADI SVDK EXPRESS,,
19407,ADI VARANASI EXP,,
16501,ADI YPR EXPRESS,,
12547,AGC ADI SF EXP,,
12195,AF AII INTERCITY,,
15055,AF RMR EXPRESS,,
12954,AG KRANTI RJDHN,,
13168,AGC KOAA EXP,,
12320,AGC KOAA EXP,,
12342,AGNIBINA EXPRES,,
12341,AGNIBINA EXPRES,,
12548,ADI AGC SF EXP,,
22646,AHILYANAGARI EX,,
22645,AHILYANAGARI EX,$ $5 min$2 min$0$0$15 min$26 min$28 min$34 min$13 min$34 min$22 min$1:28 hrs$35 min$46 min$41 min$56 min$55 min$58 min$35 min$32 min$31 min$50 min$9 min$7 min$13 min$0$11 min$10 min$35 min$32 min$28 min$24 min$28 min$30 min$31 min$35 min$34 min$47 min,$2 min$4 min$7 min$0$1 min$16 min$26 min$29 min$34 min$18 min$34 min$1:51 hrs$1:27 hrs$10 min$45 min$40 min$55 min$58 min$58 min$35 min$31 min$31 min$50 min$9 min$5 min$11 min$1 min$10 min$27 min$35 min$34 min$27 min$24 min$29 min$30 min$31 min$35 min$34 min$ 
11096,AHIMSA EXPRESS,$ $32 min$29 min$4 min$2 min$0$0$0$0$8 min$14 min$14 min$0,$0$32 min$30 min$4 min$2 min$5 min$2 min$0$0$8 min$15 min$14 min$ 
11095,AHIMSA EXPRESS,$ $0$0$0$0$2 min$7 min$11 min$14 min$0$0$17 min$10 min$0$0,$1 min$0$0$0$0$2 min$7 min$11 min$13 min$1 min$0$17 min$16 min$1 min$ 
16502,AHMADABAD EXP,$ $44 min$1 min$13 min$26 min$17 min$22 min$17 min$0$7 min$1:08 hrs$1:15 hrs$1:22 hrs$1:07 hrs$56 min$15 min$0$0$0$0$2 min$0$7 min$0,$0$44 min$11 min$14 min$30 min$31 min$21 min$26 min$7 min$5 min$1:13 hrs$1:51 hrs$1:22 hrs$1:08 hrs$58 min$39 min$12 min$1 min$10 min$1 min$2 min$0$8 min$ 
59439,AHMADABAD PASS,$ $6 min$3 min$14 min$4 min$7 min$3 min$4 min$4 min$3 min$3 min$0$0$1 min$4 min$1 min$7 min$12 min$9 min$13 min$19 min$18 min$11 min$18 min$4 min$2 min$9 min$7 min$0$3 min$4 min$0$1 min$3 min$5 min$0$3 min$2 min$0$1 min$0$0$7 min$14 min$12 min$17 min$9 min$19 min$20 min$21 min$22 min$26 min$25 min$22 min$22 min$17 min$7 min$10 min$10 min$10 min$0$1 min$2 min,$0$21 min$3 min$13 min$5 min$9 min$3 min$4 min$4 min$4 min$22 min$2 min$2 min$4 min$6 min$6 min$12 min$12 min$12 min$17 min$20 min$28 min$17 min$23 min$4 min$6 min$9 min$16 min$3 min$5 min$18 min$1 min$1 min$5 min$5 min$4 min$2 min$1 min$0$1 min$0$5 min$19 min$14 min$12 min$17 min$14 min$19 min$21 min$21 min$24 min$26 min$27 min$23 min$23 min$19 min$9 min$10 min$11 min$10 min$1 min$1 min$ 
59440,AHMADABAD PASS,$ $22 min$22 min$24 min$23 min$22 min$27 min$23 min$24 min$9 min$12 min$11 min$19 min$17 min$11 min$21 min$30 min$33 min$20 min$19 min$18 min$24 min$25 min$29 min$27 min$19 min$6 min$10 min$15 min$23 min$23 min$22 min$27 min$24 min$25 min$26 min$28 min$28 min$22 min$20 min$20 min$18 min$17 min$24 min$26 min$31 min$24 min$21 min$22 min$27 min$21 min$28 min$39 min$42 min$23 min$30 min$27 min$10 min,$10 min$22 min$22 min$27 min$25 min$25 min$26 min$24 min$27 min$10 min$13 min$14 min$17 min$21 min$17 min$24 min$31 min$45 min$22 min$20 min$23 min$27 min$33 min$40 min$28 min$21 min$12 min$29 min$17 min$23 min$28 min$29 min$27 min$24 min$26 min$26 min$28 min$31 min$24 min$19 min$19 min$25 min$22 min$23 min$29 min$32 min$27 min$20 min$26 min$29 min$26 min$36 min$38 min$41 min$26 min$29 min$26 min$ 
11050,AHMEDABAD EXP,$ $0$0$13 min$18 min$0$3 min$19 min$26 min$0$0$0$1 min$16 min$15 min$10 min,$0$27 min$13 min$11 min$22 min$0$5 min$19 min$26 min$2 min$0$0$1 min$17 min$15 min$ 
59441,AHMEDABAD PASS,$ $6 min$8 min$5 min$3 min$18 min$17 min$18 min$27 min$14 min$13 min$10 min$10 min$14 min$12 min$12 min$13 min$13 min$12 min$9 min$13 min$14 min$14 min$11 min$12 min$11 min$11 min$14 min$17 min$7 min$22 min$22 min$23 min$23 min$24 min$22 min$18 min$16 min$13 min$9 min$10 min$10 min$12 min$11 min$11 min$13 min$13 min$15 min$13 min$6 min$3 min$14 min$12 min$10 min$11 min$15 min$14 min$13 min$11 min$11 min$9 min$11 min$10 min$6 min$4 min$6 min$0,$0$6 min$10 min$6 min$25 min$18 min$18 min$28 min$23 min$14 min$13 min$10 min$13 min$18 min$16 min$13 min$13 min$13 min$15 min$28 min$13 min$14 min$13 min$10 min$11 min$6 min$12 min$14 min$17 min$19 min$22 min$23 min$26 min$23 min$24 min$20 min$19 min$16 min$14 min$11 min$11 min$9 min$9 min$11 min$11 min$13 min$13 min$13 min$13 min$6 min$5 min$14 min$13 min$11 min$11 min$16 min$17 min$13 min$12 min$13 min$10 min$11 min$10 min$11 min$5 min$13 min$ 
59442,AHMEDABAD PASS,$ $22 min$15 min$19 min$22 min$19 min$22 min$21 min$19 min$19 min$16 min$20 min$30 min$35 min$34 min$38 min$41 min$40 min$34 min$38 min$41 min$37 min$40 min$41 min$40 min$30 min$33 min$31 min$29 min$22 min$26 min$22 min$23 min$23 min$24 min$13 min$11 min$9 min$38 min$39 min$40 min$37 min$40 min$42 min$40 min$41 min$41 min$42 min$30 min$29 min$31 min$30 min$33 min$34 min$34 min$27 min$24 min$23 min$19 min$18 min$23 min$19 min$16 min$17 min$0,$17 min$23 min$18 min$19 min$22 min$23 min$22 min$27 min$19 min$19 min$19 min$27 min$32 min$31 min$34 min$50 min$39 min$40 min$37 min$44 min$41 min$37 min$41 min$39 min$41 min$33 min$34 min$31 min$29 min$25 min$27 min$25 min$25 min$24 min$22 min$18 min$12 min$31 min$39 min$39 min$39 min$39 min$39 min$41 min$40 min$40 min$38 min$37 min$28 min$28 min$31 min$32 min$33 min$33 min$32 min$25 min$20 min$22 min$18 min$22 min$20 min$15 min$16 min$16 min$ 
12196,AII AF INTERCITY,$ $3 min$5 min$16 min$22 min$24 min$32 min$11 min$26 min$27 min$27 min$38 min$37 min$32 min$9 min,$2 min$3 min$5 min$20 min$22 min$24 min$35 min$16 min$26 min$28 min$29 min$38 min$37 min$32 min$ 
22996,AII BDTS SF EXP,$ $12 min$16 min$6 min$0,$0$12 min$15 min$6 min$ 
13424,AII BGP EXP,$ $29 min$23 min$0$6 min$0$0$18 min$30 min$30 min$0$0$9 min$0$10 min$1 min$0,$28 min$30 min$25 min$0$30 min$7 min$10 min$21 min$29 min$29 min$0$0$9 min$2 min$11 min$14 min$ 
12983,AII CDG G RATH,$ $1 min$0$0$2 min$0$1 min$0$0$0$20 min$7 min$11 min$8 min$0$0,$0$3 min$2 min$1 min$2 min$1 min$7 min$3 min$0$4 min$21 min$7 min$11 min$8 min$1 min$ 
12990,AII DDR  EXPRESS,$ $15 min$18 min$0$16 min$17 min$18 min$16 min$0$0$5 min$13 min$31 min$6 min$8 min$7 min$8 min$16 min$9 min$19 min$15 min$5 min$0,$5 min$14 min$18 min$5 min$16 min$16 min$17 min$15 min$0$0$6 min$17 min$31 min$15 min$9 min$7 min$9 min$15 min$10 min$15 min$15 min$7 min$ 
18208,AII DURG EXP,$ $1 min$0$8 min$19 min$2 min$11 min$41 min$0$1:06 hrs$1:11 hrs$1:24 hrs,$0$1 min$10 min$14 min$18 min$3 min$19 min$41 min$15 min$1:07 hrs$1:14 hrs$ 
19609,UDZ HW EXP,$ $3 min$25 min$30 min$29 min$31 min$0$0$1 min$3 min$5 min$9 min$10 min$4 min$0$1 min$6 min$2 min$10 min$14 min$9 min$19 min$18 min$0$56 min$20 min$47 min$49 min$29 min$34 min$6 min$4 min$0,$1 min$8 min$25 min$29 min$29 min$39 min$2 min$2 min$1 min$3 min$5 min$9 min$10 min$0$0$4 min$6 min$6 min$9 min$14 min$16 min$19 min$19 min$1 min$56 min$41 min$47 min$48 min$30 min$34 min$21 min$10 min$ 
17019,JP HYB EXPRESS,$ $27 min$44 min$59 min$41 min$59 min$54 min$35 min$41 min$30 min$41 min$20 min$31 min$25 min$14 min$58 min$14 min$6 min,$23 min$26 min$44 min$58 min$41 min$58 min$1:03 hrs$33 min$42 min$31 min$42 min$3 min$31 min$22 min$42 min$1:04 hrs$15 min$ 
12719,JP HYB SF EXP,$ $11 min$4 min$20 min$0$12 min$2 min$0$0$5 min$24 min$1 min$0$0$0$9 min$22 min$28 min$1 hrs$44 min$33 min$38 min,$5 min$14 min$8 min$20 min$0$13 min$6 min$0$3 min$19 min$34 min$5 min$0$8 min$0$10 min$23 min$37 min$48 min$45 min$40 min$ 
12066,AII JAN SHATABDI,$ $2 min$0$11 min$13 min$15 min$16 min$34 min$9 min,$0$2 min$3 min$11 min$13 min$15 min$22 min$34 min$ 
12413,AII JAT EXPRESS,$ $5 min$8 min$2 min$11 min$18 min$20 min$20 min$18 min$21 min$0$19 min$25 min$19 min$29 min$0$6 min$10 min$0$35 min$14 min,$11 min$5 min$10 min$9 min$11 min$17 min$22 min$20 min$18 min$21 min$0$20 min$25 min$13 min$29 min$3 min$12 min$10 min$3 min$34 min$ 
19608,MDJN KOAA EXP,$ $3 min$0$0$19 min$35 min$48 min$7 min$53 min$1:17 hrs$13 min$3 min$0$13 min$0$11 min$10 min$19 min$26 min$0$0$2 min$0$0$0$3 min$0,$0$3 min$2 min$0$19 min$40 min$49 min$25 min$55 min$1:18 hrs$14 min$4 min$1 min$15 min$2 min$4 min$9 min$19 min$25 min$0$0$2 min$0$0$1 min$3 min$ 
16209,AII MYS EXPRESS,$ $1:32 hrs$1:37 hrs$1:27 hrs$1:36 hrs$1:39 hrs$1:32 hrs$53 min$1:47 hrs$1:29 hrs$1:29 hrs$1:25 hrs$1:23 hrs$1:27 hrs$1:15 hrs$1:09 hrs$1:26 hrs$1:27 hrs$51 min$1:01 hrs$46 min$38 min$40 min$30 min$1:23 hrs$1:26 hrs$1:24 hrs$1:15 hrs$43 min$2:15 hrs$1:11 hrs$2:16 hrs$1:44 hrs$2:10 hrs$2:07 hrs$2:02 hrs$2:10 hrs$2:16 hrs$2:14 hrs$2:19 hrs$1:40 hrs$1:28 hrs$1:06 hrs$1:42 hrs$1:38 hrs$2:39 hrs,$1:31 hrs$1:33 hrs$1:37 hrs$1:29 hrs$1:36 hrs$1:40 hrs$1:32 hrs$1:27 hrs$1:48 hrs$1:32 hrs$1:29 hrs$1:25 hrs$1:24 hrs$1:27 hrs$1:17 hrs$1:18 hrs$1:27 hrs$1:27 hrs$1:02 hrs$1:01 hrs$49 min$45 min$45 min$49 min$1:23 hrs$1:25 hrs$1:24 hrs$1:15 hrs$58 min$2:24 hrs$1:10 hrs$3:36 hrs$1:45 hrs$2:10 hrs$2:07 hrs$2:01 hrs$2:22 hrs$2:16 hrs$2:23 hrs$2:19 hrs$1:42 hrs$1:31 hrs$1:24 hrs$1:42 hrs$1:38 hrs$ 
18422,AII PURI EXP,,
12988,AII SDAH EXPRES,$ $0$3 min$1:12 hrs$1:17 hrs$56 min$1:19 hrs$2:12 hrs$3:50 hrs$3:52 hrs$4:08 hrs$4:11 hrs$4:16 hrs$4:56 hrs$5:16 hrs$4:10 hrs$3:59 hrs$4:08 hrs$4:09 hrs$4:13 hrs$4:03 hrs$4:48 hrs,$1 min$1 min$20 min$1:12 hrs$1:17 hrs$57 min$1:23 hrs$2:12 hrs$3:56 hrs$3:54 hrs$4:10 hrs$4:13 hrs$4:17 hrs$4:15 hrs$5:16 hrs$4:10 hrs$4:04 hrs$4:09 hrs$4:10 hrs$4:13 hrs$4:03 hrs$ 
19607,AII WKLY EXP,$ $0$0$0$0$6 min$7 min$0$1 min$4 min$7 min$10 min$23 min$1:15 hrs$1:01 hrs$1:20 hrs$2:06 hrs$1:40 hrs$1:32 hrs$23 min$36 min$53 min$56 min$1:28 hrs$55 min$1:05 hrs$40 min$47 min$17 min$15 min$1:10 hrs$1:10 hrs,$1 min$0$2 min$1 min$1 min$7 min$9 min$1 min$1 min$4 min$8 min$10 min$40 min$1:16 hrs$59 min$1:29 hrs$2:02 hrs$1:40 hrs$1:32 hrs$24 min$38 min$53 min$1 hrs$1:28 hrs$57 min$1:05 hrs$48 min$47 min$17 min$15 min$1:10 hrs$ 
17064,AJANTA EXPRESS,$ $22 min$22 min$22 min$34 min$38 min$33 min$33 min$36 min$29 min$24 min$6 min$28 min$50 min$54 min$57 min$1:05 hrs$1:08 hrs$1 hrs$1:11 hrs$1:06 hrs$37 min$3 min,$15 min$23 min$22 min$24 min$35 min$40 min$38 min$34 min$37 min$31 min$27 min$15 min$38 min$56 min$55 min$57 min$1:06 hrs$1:15 hrs$1:07 hrs$1:12 hrs$1:06 hrs$38 min$ 
17063,AJANTA EXPRESS,$ $0$9 min$14 min$4 min$9 min$20 min$29 min$31 min$14 min$15 min$14 min$7 min$8 min$21 min$20 min$15 min$20 min$15 min$27 min$24 min$10 min$0,$0$1 min$10 min$15 min$9 min$12 min$21 min$30 min$32 min$18 min$20 min$18 min$11 min$11 min$24 min$20 min$19 min$22 min$19 min$28 min$23 min$6 min$ 
19613,AJMER ASR EXP,$ $3 min$10 min$4 min$11 min$10 min$11 min$14 min$23 min$30 min$14 min$23 min$6 min$16 min$22 min$0$0$9 min$9 min$3 min$5 min$0$30 min$49 min$41 min$15 min,$0$2 min$11 min$8 min$11 min$9 min$18 min$21 min$31 min$33 min$15 min$22 min$12 min$18 min$21 min$0$0$9 min$12 min$8 min$9 min$19 min$35 min$47 min$41 min$ 
19611,AJMER ASR EXP,$ $2 min$7 min$0$8 min$7 min$14 min$11 min$16 min$16 min$25 min$12 min$0$7 min$9 min$11 min$0$10 min$0$11 min$9 min$9 min$5 min$15 min$31 min$24 min$8 min$46 min$48 min$1:12 hrs$25 min,$0$2 min$9 min$7 min$7 min$7 min$13 min$14 min$18 min$16 min$26 min$11 min$1 min$7 min$9 min$10 min$0$10 min$1 min$11 min$9 min$12 min$7 min$28 min$28 min$24 min$36 min$51 min$50 min$1:13 hrs$ 
12989,AJMER EXPRESS,,
16210,AJMER EXPRESS,,
19411,AJMER INTERCITY,$ $32 min$40 min$0$18 min$37 min$40 min$42 min$43 min$45 min$27 min$38 min$5 min,$22 min$32 min$39 min$3 min$25 min$37 min$39 min$41 min$43 min$46 min$34 min$39 min$ 
12015,AJMER SHTBDI,$ $5 min$6 min$0$4 min$5 min$11 min$0$10 min$7 min$4 min,$0$5 min$8 min$3 min$6 min$3 min$12 min$5 min$9 min$5 min$ 
12016,AJMER SHTBDI,$ $0$2 min$0$5 min$7 min$12 min$0$12 min$14 min$14 min,$0$0$2 min$4 min$5 min$15 min$14 min$1 min$13 min$15 min$ 
